splitnamebyregex | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.3.1 | source statuses=totalcmd.net-index:Success,totalcmd.net:Success | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
sqlite-wlx | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.1.4 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
sqliteviewer | NeedsOfficialSource | source=totalcmd.net index | authority=CommunityCatalog | reported=2.17 | source statuses=totalcmd.net-index:Success,totalcmd.net:Success | package=Verified | verified aliases=SQLiteViewer.wlx | raw/local=—/ | packages=https://totalcmd.net/download.php?id=sqliteviewer=SQLiteViewer.wlx
svn | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=3.10 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
swfview | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.4.1 | source statuses=totalcmd.net-index:Success | package=MetadataOnly | verified aliases= | raw/local=1.4.1.0,1.4.1.0/1.4.1.0 | packages=
synplus | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tc-3mfviewer | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.0.7 | source statuses=totalcmd.net-index:Success,totalcmd.net:Success | package=Unavailable | verified aliases= | raw/local=—/ | packages=https://totalcmd.net/download.php?id=tc-3mfviewer=unavailable (TaskCanceledException)
tc-csvtab | NeedsOfficialSource | source=totalcmd.net index | authority=CommunityCatalog | reported=2.0.15 | source statuses=totalcmd.net-index:Success,totalcmd.net:Success | package=Verified | verified aliases=csvtab.wlx | raw/local=—/ | packages=https://totalcmd.net/download.php?id=tc-csvtab=csvtab.wlx
tc-githubfs | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.2.2 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tc-jsontab | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=2.1.1 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tc-logviewer | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.2.9 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tc-mailfs | NeedsOfficialSource | source=totalcmd.net index | authority=CommunityCatalog | reported=1.0.7 | source statuses=totalcmd.net-index:Success,totalcmd.net:Success | package=Verified | verified aliases=mailfs.wfx | raw/local=—/ | packages=https://totalcmd.net/download.php?id=tc-mailfs=mailfs.wfx
tc-mediawdx | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.0.6 | source statuses=totalcmd.net-index:Success,totalcmd.net:Success | package=Unavailable | verified aliases= | raw/local=—/ | packages=https://totalcmd.net/download.php?id=tc-mediawdx=unavailable (TaskCanceledException)
tc-sdr | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.0.3 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tc-tempus | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=2.0.1 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tc-textline | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=2.0.0 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tc-wdxinfopacker | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=2.0.1 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tc-xmltab | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=2.0.12 | source statuses=totalcmd.net-index:Success,totalcmd.net:Success | package=Unavailable | verified aliases= | raw/local=—/ | packages=https://totalcmd.net/download.php?id=tc-xmltab=unavailable (TaskCanceledException)
tcmediainfo | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.2.0 | source statuses=totalcmd.net-index:Success | package=MetadataOnly | verified aliases= | raw/local=1.2.0.0,1.2.0.0/1.2.0.0 | packages=
tiffinfo | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.0 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
tlister | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.2.0 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=1.2.0.0/1.2.0.0 | packages=
today | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
torrentlisterwebview2 | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.2 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
total7zip | PackageMissing | source=Ghisler Plugins | authority=OfficialTotalCommander | reported=8.56 | source statuses=ghisler-plugins:Success,totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=0, 8, 5, 6,0, 8, 5, 6/8.56 | packages=
totalcmd | SourceUnavailable | source=— | authority=— | reported=— | source statuses=ghisler:Unavailable | package=MetadataOnly | verified aliases= | raw/local=11.58,11.58.0.0/11.58 | packages=
totalobserver | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
totalsqx | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
unhide-wlx | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=0.9.4 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
urldata | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=0.4 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
vcflister | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=2.4.7 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
versions | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=/ | packages=
visualspace | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=2.0b | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
vscopy | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.5 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
wcrez2 | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=2.0 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
wdx-guide | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
wdxguideinlister | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
wdx_ntfs_file_streams | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.5 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
webdav | PackageMissing | source=Ghisler Plugins | authority=OfficialTotalCommander | reported=3.2 | source statuses=ghisler-plugins:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=3, 2, 0, 0,3, 2, 0, 0,3, 2, 0, 0/3, 2, 0, 0 | packages=
webpinfo | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.0.1 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
wfx-ios | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
wfx_rss | NeedsOfficialSource | source=totalcmd.net index | authority=CommunityCatalog | reported=1.0.7 | source statuses=totalcmd.net-index:Success,totalcmd.net:Success | package=Verified | verified aliases=rss_reader.wfx | raw/local=—/ | packages=https://totalcmd.net/download.php?id=wfx_rss=rss_reader.wfx
wlx_dataview | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=0.6b | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
wlx_molviewer | PackageMissing | source=totalcmd.net index | authority=CommunityCatalog | reported=1.0.3 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
xpdfsearch | SourceLagging | source=totalcmd.net index | authority=CommunityCatalog | reported=1.11 | source statuses=totalcmd.net-index:Success,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=1.47.1,1.47.1/1.47.1 | packages=
yatoml | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net-index:NotFound,totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
zstd | SourceUnavailable | source=— | authority=— | reported=— | source statuses=totalcmd.net:Unavailable | package=MetadataOnly | verified aliases= | raw/local=—/ | packages=
Entries=165; NeedsOfficialSource=12; PackageIdentityMismatch=5; PackageMissing=100; SourceLagging=8; SourceUnavailable=36; VersionDisagreement=4
